key,value,timestamp,sentence
Very Negative,0.0439,"00:35:31,171 --> 00:35:32,505","KOWALSKI: Keep going."
Negative,0.2261,"00:35:31,171 --> 00:35:32,505","KOWALSKI: Keep going."
Neutral,0.4516,"00:35:31,171 --> 00:35:32,505","KOWALSKI: Keep going."
Positive,0.2355,"00:35:31,171 --> 00:35:32,505","KOWALSKI: Keep going."
Very Positive,0.0429,"00:35:31,171 --> 00:35:32,505","KOWALSKI: Keep going."
Very Negative,0.0069,"00:35:32,965 --> 00:35:35,717","So now that we have some distance between us..."
Negative,0.0489,"00:35:32,965 --> 00:35:35,717","So now that we have some distance between us..."
Neutral,0.6689,"00:35:32,965 --> 00:35:35,717","So now that we have some distance between us..."
Positive,0.2617,"00:35:32,965 --> 00:35:35,717","So now that we have some distance between us..."
Very Positive,0.0137,"00:35:32,965 --> 00:35:35,717","So now that we have some distance between us..."
Very Negative,0.0604,"00:35:35,968 --> 00:35:37,677","...you're attracted to me, right?"
Negative,0.4447,"00:35:35,968 --> 00:35:37,677","...you're attracted to me, right?"
Neutral,0.4081,"00:35:35,968 --> 00:35:37,677","...you're attracted to me, right?"
Positive,0.0721,"00:35:35,968 --> 00:35:37,677","...you're attracted to me, right?"
Very Positive,0.0146,"00:35:35,968 --> 00:35:37,677","...you're attracted to me, right?"
Very Negative,0.0025,"00:35:37,928 --> 00:35:38,636","What?"
Negative,0.0342,"00:35:37,928 --> 00:35:38,636","What?"
Neutral,0.9326,"00:35:37,928 --> 00:35:38,636","What?"
Positive,0.0288,"00:35:37,928 --> 00:35:38,636","What?"
Very Positive,0.0019,"00:35:37,928 --> 00:35:38,636","What?"
Very Negative,0.0968,"00:35:38,887 --> 00:35:42,432","KOWALSKI: Well, people say I have beautiful blue eyes."
Negative,0.4243,"00:35:38,887 --> 00:35:42,432","KOWALSKI: Well, people say I have beautiful blue eyes."
Neutral,0.3038,"00:35:38,887 --> 00:35:42,432","KOWALSKI: Well, people say I have beautiful blue eyes."
Positive,0.1343,"00:35:38,887 --> 00:35:42,432","KOWALSKI: Well, people say I have beautiful blue eyes."
Very Positive,0.0407,"00:35:38,887 --> 00:35:42,432","KOWALSKI: Well, people say I have beautiful blue eyes."
Very Negative,0.0119,"00:35:46,729 --> 00:35:48,146","You have beautiful..."
Negative,0.0283,"00:35:46,729 --> 00:35:48,146","You have beautiful..."
Neutral,0.2287,"00:35:46,729 --> 00:35:48,146","You have beautiful..."
Positive,0.5679,"00:35:46,729 --> 00:35:48,146","You have beautiful..."
Very Positive,0.1632,"00:35:46,729 --> 00:35:48,146","You have beautiful..."
Very Negative,0.0100,"00:35:48,814 --> 00:35:50,523","You have beautiful blue eyes."
Negative,0.0302,"00:35:48,814 --> 00:35:50,523","You have beautiful blue eyes."
Neutral,0.2922,"00:35:48,814 --> 00:35:50,523","You have beautiful blue eyes."
Positive,0.5557,"00:35:48,814 --> 00:35:50,523","You have beautiful blue eyes."
Very Positive,0.1118,"00:35:48,814 --> 00:35:50,523","You have beautiful blue eyes."
Very Negative,0.0188,"00:35:50,774 --> 00:35:52,233","KOWALSKI: I have brown eyes."
Negative,0.0816,"00:35:50,774 --> 00:35:52,233","KOWALSKI: I have brown eyes."
Neutral,0.3926,"00:35:50,774 --> 00:35:52,233","KOWALSKI: I have brown eyes."
Positive,0.4442,"00:35:50,774 --> 00:35:52,233","KOWALSKI: I have brown eyes."
Very Positive,0.0629,"00:35:50,774 --> 00:35:52,233","KOWALSKI: I have brown eyes."
Very Negative,0.0604,"00:35:55,612 --> 00:35:57,530","Hey, you wanna know the good news?"
Negative,0.5634,"00:35:55,612 --> 00:35:57,530","Hey, you wanna know the good news?"
Neutral,0.3434,"00:35:55,612 --> 00:35:57,530","Hey, you wanna know the good news?"
Positive,0.0258,"00:35:55,612 --> 00:35:57,530","Hey, you wanna know the good news?"
Very Positive,0.0070,"00:35:55,612 --> 00:35:57,530","Hey, you wanna know the good news?"
Very Negative,0.0025,"00:35:57,781 --> 00:35:58,489","What?"
Negative,0.0342,"00:35:57,781 --> 00:35:58,489","What?"
Neutral,0.9326,"00:35:57,781 --> 00:35:58,489","What?"
Positive,0.0288,"00:35:57,781 --> 00:35:58,489","What?"
Very Positive,0.0019,"00:35:57,781 --> 00:35:58,489","What?"
Very Negative,0.0826,"00:35:58,741 --> 00:36:00,491","KOWALSKI: I'm gonna break Anatoly's record..."
Negative,0.4896,"00:35:58,741 --> 00:36:00,491","KOWALSKI: I'm gonna break Anatoly's record..."
Neutral,0.2940,"00:35:58,741 --> 00:36:00,491","KOWALSKI: I'm gonna break Anatoly's record..."
Positive,0.1048,"00:35:58,741 --> 00:36:00,491","KOWALSKI: I'm gonna break Anatoly's record..."
Very Positive,0.0289,"00:35:58,741 --> 00:36:00,491","KOWALSKI: I'm gonna break Anatoly's record..."
Very Negative,0.1058,"00:36:00,743 --> 00:36:02,910","...and I think mine's gonna stand for a long, long time."
Negative,0.5408,"00:36:00,743 --> 00:36:02,910","...and I think mine's gonna stand for a long, long time."
Neutral,0.3058,"00:36:00,743 --> 00:36:02,910","...and I think mine's gonna stand for a long, long time."
Positive,0.0358,"00:36:00,743 --> 00:36:02,910","...and I think mine's gonna stand for a long, long time."
Very Positive,0.0118,"00:36:00,743 --> 00:36:02,910","...and I think mine's gonna stand for a long, long time."
Very Negative,0.0843,"00:36:03,162 --> 00:36:05,955","Oh, no."
Negative,0.6116,"00:36:03,162 --> 00:36:05,955","Oh, no."
Neutral,0.2629,"00:36:03,162 --> 00:36:05,955","Oh, no."
Positive,0.0316,"00:36:03,162 --> 00:36:05,955","Oh, no."
Very Positive,0.0096,"00:36:03,162 --> 00:36:05,955","Oh, no."
Very Negative,0.0601,"00:36:03,162 --> 00:36:05,955","I'm coming to get you."
Negative,0.2859,"00:36:03,162 --> 00:36:05,955","I'm coming to get you."
Neutral,0.3685,"00:36:03,162 --> 00:36:05,955","I'm coming to get you."
Positive,0.2373,"00:36:03,162 --> 00:36:05,955","I'm coming to get you."
Very Positive,0.0481,"00:36:03,162 --> 00:36:05,955","I'm coming to get you."
Very Negative,0.0345,"00:36:08,959 --> 00:36:10,293","KOWALSKI: Oh, my God."
Negative,0.1648,"00:36:08,959 --> 00:36:10,293","KOWALSKI: Oh, my God."
Neutral,0.3594,"00:36:08,959 --> 00:36:10,293","KOWALSKI: Oh, my God."
Positive,0.3759,"00:36:08,959 --> 00:36:10,293","KOWALSKI: Oh, my God."
Very Positive,0.0654,"00:36:08,959 --> 00:36:10,293","KOWALSKI: Oh, my God."
Very Negative,0.0025,"00:36:10,544 --> 00:36:12,128","What?"
Negative,0.0342,"00:36:10,544 --> 00:36:12,128","What?"
Neutral,0.9326,"00:36:10,544 --> 00:36:12,128","What?"
Positive,0.0288,"00:36:10,544 --> 00:36:12,128","What?"
Very Positive,0.0019,"00:36:10,544 --> 00:36:12,128","What?"
Very Negative,0.0025,"00:36:10,544 --> 00:36:12,128","What?"
Negative,0.0342,"00:36:10,544 --> 00:36:12,128","What?"
Neutral,0.9326,"00:36:10,544 --> 00:36:12,128","What?"
Positive,0.0288,"00:36:10,544 --> 00:36:12,128","What?"
Very Positive,0.0019,"00:36:10,544 --> 00:36:12,128","What?"
Very Negative,0.0184,"00:36:12,379 --> 00:36:13,796","KOWALSKI: Wow."
Negative,0.0532,"00:36:12,379 --> 00:36:13,796","KOWALSKI: Wow."
Neutral,0.2369,"00:36:12,379 --> 00:36:13,796","KOWALSKI: Wow."
Positive,0.5629,"00:36:12,379 --> 00:36:13,796","KOWALSKI: Wow."
Very Positive,0.1286,"00:36:12,379 --> 00:36:13,796","KOWALSKI: Wow."
Very Negative,0.0012,"00:36:15,049 --> 00:36:16,424","Hey, Ryan?"
Negative,0.0171,"00:36:15,049 --> 00:36:16,424","Hey, Ryan?"
Neutral,0.9594,"00:36:15,049 --> 00:36:16,424","Hey, Ryan?"
Positive,0.0215,"00:36:15,049 --> 00:36:16,424","Hey, Ryan?"
Very Positive,0.0008,"00:36:15,049 --> 00:36:16,424","Hey, Ryan?"
Very Negative,0.0115,"00:36:16,759 --> 00:36:17,925","Yeah?"
Negative,0.0999,"00:36:16,759 --> 00:36:17,925","Yeah?"
Neutral,0.8109,"00:36:16,759 --> 00:36:17,925","Yeah?"
Positive,0.0670,"00:36:16,759 --> 00:36:17,925","Yeah?"
Very Positive,0.0106,"00:36:16,759 --> 00:36:17,925","Yeah?"
Very Negative,0.1118,"00:36:18,177 --> 00:36:20,094","KOWALSKI: You should see the sun on the Ganges."
Negative,0.4910,"00:36:18,177 --> 00:36:20,094","KOWALSKI: You should see the sun on the Ganges."
Neutral,0.2851,"00:36:18,177 --> 00:36:20,094","KOWALSKI: You should see the sun on the Ganges."
Positive,0.0831,"00:36:18,177 --> 00:36:20,094","KOWALSKI: You should see the sun on the Ganges."
Very Positive,0.0289,"00:36:18,177 --> 00:36:20,094","KOWALSKI: You should see the sun on the Ganges."
Very Negative,0.0992,"00:36:20,346 --> 00:36:22,180","[COUNTRY MUSIC PLAYING INDISTINCTLY OVER RADIO]"
Negative,0.5500,"00:36:20,346 --> 00:36:22,180","[COUNTRY MUSIC PLAYING INDISTINCTLY OVER RADIO]"
Neutral,0.2574,"00:36:20,346 --> 00:36:22,180","[COUNTRY MUSIC PLAYING INDISTINCTLY OVER RADIO]"
Positive,0.0685,"00:36:20,346 --> 00:36:22,180","[COUNTRY MUSIC PLAYING INDISTINCTLY OVER RADIO]"
Very Positive,0.0248,"00:36:20,346 --> 00:36:22,180","[COUNTRY MUSIC PLAYING INDISTINCTLY OVER RADIO]"
Very Negative,0.0187,"00:36:23,015 --> 00:36:24,515","It's amazing."
Negative,0.0196,"00:36:23,015 --> 00:36:24,515","It's amazing."
Neutral,0.0560,"00:36:23,015 --> 00:36:24,515","It's amazing."
Positive,0.4445,"00:36:23,015 --> 00:36:24,515","It's amazing."
Very Positive,0.4611,"00:36:23,015 --> 00:36:24,515","It's amazing."
Very Negative,0.0410,"00:36:39,573 --> 00:36:40,948","[GASPING]"
Negative,0.2465,"00:36:39,573 --> 00:36:40,948","[GASPING]"
Neutral,0.4790,"00:36:39,573 --> 00:36:40,948","[GASPING]"
Positive,0.1967,"00:36:39,573 --> 00:36:40,948","[GASPING]"
Very Positive,0.0368,"00:36:39,573 --> 00:36:40,948","[GASPING]"
Very Negative,0.0454,"00:36:47,206 --> 00:36:48,247","[GRUNTING]"
Negative,0.2852,"00:36:47,206 --> 00:36:48,247","[GRUNTING]"
Neutral,0.4795,"00:36:47,206 --> 00:36:48,247","[GRUNTING]"
Positive,0.1580,"00:36:47,206 --> 00:36:48,247","[GRUNTING]"
Very Positive,0.0319,"00:36:47,206 --> 00:36:48,247","[GRUNTING]"
Very Negative,0.0410,"00:38:28,056 --> 00:38:29,891","[GASPING]"
Negative,0.2465,"00:38:28,056 --> 00:38:29,891","[GASPING]"
Neutral,0.4790,"00:38:28,056 --> 00:38:29,891","[GASPING]"
Positive,0.1967,"00:38:28,056 --> 00:38:29,891","[GASPING]"
Very Positive,0.0368,"00:38:28,056 --> 00:38:29,891","[GASPING]"
Very Negative,0.0201,"00:40:50,532 --> 00:40:53,451","Where are you?"
Negative,0.2380,"00:40:50,532 --> 00:40:53,451","Where are you?"
Neutral,0.6209,"00:40:50,532 --> 00:40:53,451","Where are you?"
Positive,0.1129,"00:40:50,532 --> 00:40:53,451","Where are you?"
Very Positive,0.0081,"00:40:50,532 --> 00:40:53,451","Where are you?"
Very Negative,0.0201,"00:40:50,532 --> 00:40:53,451","Where are you?"
Negative,0.2380,"00:40:50,532 --> 00:40:53,451","Where are you?"
Neutral,0.6209,"00:40:50,532 --> 00:40:53,451","Where are you?"
Positive,0.1129,"00:40:50,532 --> 00:40:53,451","Where are you?"
Very Positive,0.0081,"00:40:50,532 --> 00:40:53,451","Where are you?"
Very Negative,0.0241,"00:40:50,532 --> 00:40:53,451","Comms."
Negative,0.1214,"00:40:50,532 --> 00:40:53,451","Comms."
Neutral,0.5845,"00:40:50,532 --> 00:40:53,451","Comms."
Positive,0.2342,"00:40:50,532 --> 00:40:53,451","Comms."
Very Positive,0.0358,"00:40:50,532 --> 00:40:53,451","Comms."
Very Negative,0.0241,"00:40:50,532 --> 00:40:53,451","Comms."
Negative,0.1214,"00:40:50,532 --> 00:40:53,451","Comms."
Neutral,0.5845,"00:40:50,532 --> 00:40:53,451","Comms."
Positive,0.2342,"00:40:50,532 --> 00:40:53,451","Comms."
Very Positive,0.0358,"00:40:50,532 --> 00:40:53,451","Comms."
Very Negative,0.0183,"00:40:53,702 --> 00:40:55,411","There you are."
Negative,0.1165,"00:40:53,702 --> 00:40:55,411","There you are."
Neutral,0.3035,"00:40:53,702 --> 00:40:55,411","There you are."
Positive,0.5341,"00:40:53,702 --> 00:40:55,411","There you are."
Very Positive,0.0277,"00:40:53,702 --> 00:40:55,411","There you are."
Very Negative,0.0241,"00:40:53,702 --> 00:40:55,411","Okay."
Negative,0.1214,"00:40:53,702 --> 00:40:55,411","Okay."
Neutral,0.5845,"00:40:53,702 --> 00:40:55,411","Okay."
Positive,0.2342,"00:40:53,702 --> 00:40:55,411","Okay."
Very Positive,0.0358,"00:40:53,702 --> 00:40:55,411","Okay."
Very Negative,0.0847,"00:41:06,214 --> 00:41:08,174","Matt, this is Ryan, copy."
Negative,0.3064,"00:41:06,214 --> 00:41:08,174","Matt, this is Ryan, copy."
Neutral,0.2226,"00:41:06,214 --> 00:41:08,174","Matt, this is Ryan, copy."
Positive,0.2937,"00:41:06,214 --> 00:41:08,174","Matt, this is Ryan, copy."
Very Positive,0.0926,"00:41:06,214 --> 00:41:08,174","Matt, this is Ryan, copy."
Very Negative,0.0847,"00:41:11,136 --> 00:41:13,721","Matt, this is Ryan, copy."
Negative,0.3064,"00:41:11,136 --> 00:41:13,721","Matt, this is Ryan, copy."
Neutral,0.2226,"00:41:11,136 --> 00:41:13,721","Matt, this is Ryan, copy."
Positive,0.2937,"00:41:11,136 --> 00:41:13,721","Matt, this is Ryan, copy."
Very Positive,0.0926,"00:41:11,136 --> 00:41:13,721","Matt, this is Ryan, copy."
Very Negative,0.1280,"00:41:16,850 --> 00:41:20,645","Matt, I made it, I'm here, I'm on the station."
Negative,0.5497,"00:41:16,850 --> 00:41:20,645","Matt, I made it, I'm here, I'm on the station."
Neutral,0.1648,"00:41:16,850 --> 00:41:20,645","Matt, I made it, I'm here, I'm on the station."
Positive,0.1131,"00:41:16,850 --> 00:41:20,645","Matt, I made it, I'm here, I'm on the station."
Very Positive,0.0443,"00:41:16,850 --> 00:41:20,645","Matt, I made it, I'm here, I'm on the station."
Very Negative,0.0196,"00:41:16,850 --> 00:41:20,645","Do you copy?"
Negative,0.3102,"00:41:16,850 --> 00:41:20,645","Do you copy?"
Neutral,0.6414,"00:41:16,850 --> 00:41:20,645","Do you copy?"
Positive,0.0255,"00:41:16,850 --> 00:41:20,645","Do you copy?"
Very Positive,0.0033,"00:41:16,850 --> 00:41:20,645","Do you copy?"
Very Negative,0.0884,"00:41:26,652 --> 00:41:28,569","Come on, Matt, talk to me."
Negative,0.5670,"00:41:26,652 --> 00:41:28,569","Come on, Matt, talk to me."
Neutral,0.2948,"00:41:26,652 --> 00:41:28,569","Come on, Matt, talk to me."
Positive,0.0381,"00:41:26,652 --> 00:41:28,569","Come on, Matt, talk to me."
Very Positive,0.0117,"00:41:26,652 --> 00:41:28,569","Come on, Matt, talk to me."
Very Negative,0.1274,"00:41:28,945 --> 00:41:31,489","Tell me where you are, give me your position."
Negative,0.6844,"00:41:28,945 --> 00:41:31,489","Tell me where you are, give me your position."
Neutral,0.1457,"00:41:28,945 --> 00:41:31,489","Tell me where you are, give me your position."
Positive,0.0307,"00:41:28,945 --> 00:41:31,489","Tell me where you are, give me your position."
Very Positive,0.0118,"00:41:28,945 --> 00:41:31,489","Tell me where you are, give me your position."
Very Negative,0.0201,"00:41:32,658 --> 00:41:36,077","Where are you?"
Negative,0.2380,"00:41:32,658 --> 00:41:36,077","Where are you?"
Neutral,0.6209,"00:41:32,658 --> 00:41:36,077","Where are you?"
Positive,0.1129,"00:41:32,658 --> 00:41:36,077","Where are you?"
Very Positive,0.0081,"00:41:32,658 --> 00:41:36,077","Where are you?"
Very Negative,0.0119,"00:41:32,658 --> 00:41:36,077","Give me a visual."
Negative,0.0543,"00:41:32,658 --> 00:41:36,077","Give me a visual."
Neutral,0.2872,"00:41:32,658 --> 00:41:36,077","Give me a visual."
Positive,0.5949,"00:41:32,658 --> 00:41:36,077","Give me a visual."
Very Positive,0.0517,"00:41:32,658 --> 00:41:36,077","Give me a visual."
Very Negative,0.0363,"00:41:32,658 --> 00:41:36,077","Just tell me what you see."
Negative,0.1921,"00:41:32,658 --> 00:41:36,077","Just tell me what you see."
Neutral,0.4527,"00:41:32,658 --> 00:41:36,077","Just tell me what you see."
Positive,0.2800,"00:41:32,658 --> 00:41:36,077","Just tell me what you see."
Very Positive,0.0389,"00:41:32,658 --> 00:41:36,077","Just tell me what you see."
Very Negative,0.0271,"00:41:40,666 --> 00:41:43,751","Oh, come on."
Negative,0.2137,"00:41:40,666 --> 00:41:43,751","Oh, come on."
Neutral,0.5127,"00:41:40,666 --> 00:41:43,751","Oh, come on."
Positive,0.2242,"00:41:40,666 --> 00:41:43,751","Oh, come on."
Very Positive,0.0223,"00:41:40,666 --> 00:41:43,751","Oh, come on."
Very Negative,0.0313,"00:41:40,666 --> 00:41:43,751","You've been yammering since we left Cape Canaveral."
Negative,0.3102,"00:41:40,666 --> 00:41:43,751","You've been yammering since we left Cape Canaveral."
Neutral,0.5764,"00:41:40,666 --> 00:41:43,751","You've been yammering since we left Cape Canaveral."
Positive,0.0737,"00:41:40,666 --> 00:41:43,751","You've been yammering since we left Cape Canaveral."
Very Positive,0.0084,"00:41:40,666 --> 00:41:43,751","You've been yammering since we left Cape Canaveral."
Very Negative,0.0080,"00:41:44,002 --> 00:41:45,920","Now you decide to shut up?"
Negative,0.1331,"00:41:44,002 --> 00:41:45,920","Now you decide to shut up?"
Neutral,0.8314,"00:41:44,002 --> 00:41:45,920","Now you decide to shut up?"
Positive,0.0249,"00:41:44,002 --> 00:41:45,920","Now you decide to shut up?"
Very Positive,0.0025,"00:41:44,002 --> 00:41:45,920","Now you decide to shut up?"
Very Negative,0.0096,"00:41:44,002 --> 00:41:45,920","Talk to me."
Negative,0.0805,"00:41:44,002 --> 00:41:45,920","Talk to me."
Neutral,0.7380,"00:41:44,002 --> 00:41:45,920","Talk to me."
Positive,0.1638,"00:41:44,002 --> 00:41:45,920","Talk to me."
Very Positive,0.0081,"00:41:44,002 --> 00:41:45,920","Talk to me."
Very Negative,0.0077,"00:41:46,171 --> 00:41:49,131","Just say something, say anything."
Negative,0.0747,"00:41:46,171 --> 00:41:49,131","Just say something, say anything."
Neutral,0.8086,"00:41:46,171 --> 00:41:49,131","Just say something, say anything."
Positive,0.1031,"00:41:46,171 --> 00:41:49,131","Just say something, say anything."
Very Positive,0.0058,"00:41:46,171 --> 00:41:49,131","Just say something, say anything."
Very Negative,0.1408,"00:41:46,171 --> 00:41:49,131","I don't care."
Negative,0.6425,"00:41:46,171 --> 00:41:49,131","I don't care."
Neutral,0.1428,"00:41:46,171 --> 00:41:49,131","I don't care."
Positive,0.0549,"00:41:46,171 --> 00:41:49,131","I don't care."
Very Positive,0.0190,"00:41:46,171 --> 00:41:49,131","I don't care."
Very Negative,0.0012,"00:41:54,971 --> 00:41:56,681","Hey."
Negative,0.0111,"00:41:54,971 --> 00:41:56,681","Hey."
Neutral,0.9721,"00:41:54,971 --> 00:41:56,681","Hey."
Positive,0.0147,"00:41:54,971 --> 00:41:56,681","Hey."
Very Positive,0.0009,"00:41:54,971 --> 00:41:56,681","Hey."
Very Negative,0.1235,"00:41:57,724 --> 00:42:00,851","Tell me about, uh, Mardi Gras."
Negative,0.6348,"00:41:57,724 --> 00:42:00,851","Tell me about, uh, Mardi Gras."
Neutral,0.2080,"00:41:57,724 --> 00:42:00,851","Tell me about, uh, Mardi Gras."
Positive,0.0235,"00:41:57,724 --> 00:42:00,851","Tell me about, uh, Mardi Gras."
Very Positive,0.0102,"00:41:57,724 --> 00:42:00,851","Tell me about, uh, Mardi Gras."
Very Negative,0.0093,"00:41:57,724 --> 00:42:00,851","Tell me about the hairy guy."
Negative,0.0765,"00:41:57,724 --> 00:42:00,851","Tell me about the hairy guy."
Neutral,0.8272,"00:41:57,724 --> 00:42:00,851","Tell me about the hairy guy."
Positive,0.0819,"00:41:57,724 --> 00:42:00,851","Tell me about the hairy guy."
Very Positive,0.0051,"00:41:57,724 --> 00:42:00,851","Tell me about the hairy guy."
Very Negative,0.0185,"00:42:01,103 --> 00:42:02,937","Huh?"
Negative,0.2084,"00:42:01,103 --> 00:42:02,937","Huh?"
Neutral,0.6845,"00:42:01,103 --> 00:42:02,937","Huh?"
Positive,0.0782,"00:42:01,103 --> 00:42:02,937","Huh?"
Very Positive,0.0104,"00:42:01,103 --> 00:42:02,937","Huh?"
Very Negative,0.0174,"00:42:01,103 --> 00:42:02,937","Tell me what happened."
Negative,0.1734,"00:42:01,103 --> 00:42:02,937","Tell me what happened."
Neutral,0.7539,"00:42:01,103 --> 00:42:02,937","Tell me what happened."
